seq,s3,s4,s5,s6,s7,s9,s11,s13,s14,s15,s16,s17,s18,s19a,s19b,s19c,s19d,s20,s23a,s24a,s25a,s26a,s27a,s30a,s30c,s31a,s31c,s32,s33,s34,s35,s39,s40,s41,s42,s43,s44,s45,s46,s47,s48,s49,s50,s51,s52,s53,s54,s55,s56,s57,netw,uria,rtdum,bd,mi,old,vr,school,chval,dnotown,dprop
486,1,1,2,101,1,1120,0,5,5,1,2,47,0,NA,NA,NA,NA,1,M,2,4,4,0,2045,1560,2045,1619,800,145,0,1,2,1,21,1,2,0,21,45,1,360,NA,126,2,0,0,N,0,0,3,51,3.099999905,0,1,1,0,0,16,206.7354889,1,0
487,1,1,1,143,3,1120,0,5,5,1,2,48,,NA,1,NA,NA,1,U,0,9,1,0,2132,1495,2865,1495,1625,151,0,16,1,1,11,2,1,0,35,41,2,360,FRST TM BY,155,2,1,1,Y,0,0,3,36,4.300000191,0,1,1,0,0,16,206.7354889,0,0
488,1,1,1,130,1,1120,0,5,5,1,2,55,1,NA,NA,NA,NA,1,M,3,7,2,0,4238,0,4570,0,1300,155,0,6,1,1,15,2,1,0,28,35,2,360,NA,155,2,1,0,N,0,0,2,30,3.099999905,0,1,1,0,0,20,206.7354889,0,0
489,1,1,1,100,2,1120,0,5,5,1,2,47,,NA,NA,NA,NA,1,M,3,21,21,0,3792,0,3938,0,941,281,0,158,1,1,7,3,2,0,30,35,2,360,NA,285,2,0,0,N,0,0,3,345,3.900000095,0,1,1,1,0,13,206.7354889,0,0
490,1,1,1,140,1,1120,0,5,5,1,2,300,1,NA,NA,NA,NA,1,M,0,22,22,1,25000,0,25000,0,1660,190,0,388,2,1,13,2,1,0,7,8,2,180,NA,191,2,0,0,N,0,0,2,1807,3.900000095,0,1,1,1,0,16,206.7354889,0,0
595,1,1,1,68,1,1120,0,5,5,1,4,35,0,NA,NA,NA,NA,1,U,0,4,4,0,2400,0,2887,0,742,135,0,144,0,1,5,2,1,0,25,25,2,360,NA,135,2,0,0,N,0,0,999999.375,188,4.300000191,0,0,1,0,1,16,215.1557312,0,0
597,1,1,1,109,1,1120,0,5,5,1,2,81,0,NA,NA,NA,NA,1,M,0,25,10,0,3167,910,5817,910,1021.719971,138,0,63,1,1,9,2,1,0,15,48,1,360,NA,150,2,0,0,N,0,0,1,210,4.300000191,0,0,1,1,1,14,221.8138275,0,0
599,1,1,1,63,1,1120,0,5,5,1,2,86,0,NA,NA,NA,NA,1,M,2,10,5,1,6383,0,7183,0,555,63,0,45,1,1,4,2,1,0,1,36,1,360,NA,43,1,0,0,N,0,0,1,560,1.799999952,0,1,1,1,1,13,189.1089783,0,0
600,1,1,1,116,1,1120,0,5,5,1,2,44,0,NA,NA,NA,NA,1,M,4,10,0.1000000015,0,3640,0,3640,0,1128,129,0,123,2,1,6,2,1,0,31,32,1,360,NA,138,2,1,0,N,0,0,1,168,10.60000038,0,1,1,0,1,12,184.8615417,0,0
601,1,1,2,400,1,1120,0,5,8,1,4,159,0,NA,NA,NA,NA,1,M,3,15,15,0,7654,0,13371,0,2719,474,0,999999.375,1,1,2,2,1,0,20,27,1,360,NA,474,2,0,0,N,0,0,1,891,10.60000038,0,1,1,0,1,12,270.5775452,1,0
603,1,1,1,115,1,1120,0,5,5,1,2,49,0,NA,NA,NA,NA,1,M,2,9,9,0,3358,442,3673,422,1118,144,0,2,1,1,5,1,1,0,27,34,1,360,NA,145,2,0,0,N,0,0,1,-9,3.200000048,0,0,1,0,1,12,215.1557312,0,0
604,1,1,2,116,1,1120,0,5,5,1,2,99,0,NA,NA,NA,NA,2,M,1,32,32,0,4135,4135,4135,4135,1117,115,0,91,3,1,12,1,1,0,19.87000084,19.87000084,1,360,NA,112,3,0,0,N,1,0,2,1239,3.599999905,0,1,1,1,1,12,249.0143433,1,1
605,1,1,1,215,1,1120,0,5,5,1,2,73,0,NA,NA,NA,NA,1,U,1,0.1099999994,0.1099999994,0,2842,3261,2842,3261,1570,245,0,1,2,1,9,2,6,1,30,33,1,360,NA,274,2,0,0,N,0,0,1,108,3.200000048,0,0,1,0,1,18,215.1557312,0,0
607,1,1,1,110,1,1120,0,5,5,1,2,164,6,NA,NA,NA,NA,1,M,1,4,0.5,0,3467,0,3467,0,1139,172,0,41,2,1,14,2,1,1,33,28,1,360,NA,175,2,0,0,N,1,0,1,57,3.200000048,0,1,1,0,1,18,235.7883759,0,0
608,1,1,1,160,1,1120,0,5,5,1,2,72,6,NA,NA,NA,NA,1,M,1,7,5,0,6000,0,6000,0,1605,178,0,26,1,1,7,1,2,0,26,34,2,360,NA,178,2,1,0,Y,0,0,1,100,3.200000048,0,1,1,0,1,16,213.5765076,0,0
610,1,1,1,276,1,1120,0,5,8,1,4,90,6,NA,NA,NA,NA,1,U,0,10,0.25,0,7500,0,7500,0,2706,346,0,142,1,1,5,2,1,0,36,37,1,360,NA,365,2,0,0,N,0,0,1,214,3.200000048,0,0,1,1,1,20,244.436676,0,0
611,1,1,1,119,1,1120,0,5,5,1,2,57,6,NA,NA,NA,NA,1,U,0,5,3,0,2250,2500,2250,2500,1220,162,0,68,1,1,7,2,4,0,26,30,2,360,NA,162,2,0,0,Y,0,0,999999.375,95,3.200000048,0,0,1,0,0,17,221.853775,0,0
612,1,1,1,135,1,1120,0,5,5,1,2,55,6,NA,NA,NA,NA,1,M,1,22,0.6600000262,0,3500,1083,3500,1083,1506,196,0,73,1,1,0,2,1,0,33,36,2,360,NA,196,2,0,0,N,0,0,999999.375,-9,1.799999952,0,0,1,1,1,12,179.4484253,0,0
613,1,1,1,175,1,1120,0,5,5,1,2,108,0,NA,NA,NA,NA,1,M,0,11,11,1,4000,4000,5000,4000,1799,345,0,228,1,1,6,4,3,0,19.97999954,35.50999832,1,360,NA,349,2,0,0,N,0,0,999999.375,369,3.599999905,0,1,1,1,0,16,191.3909302,0,0
614,1,1,1,128,1,1120,0,5,8,1,4,86,6,NA,NA,NA,NA,1,U,0,36,2,1,1667,0,7167,0,1361,170,0,108,1,1,8,2,2,0,19,25,2,360,NA,175,2,0,0,N,0,0,999999.375,124,3.200000048,0,0,1,1,0,16,233.2957153,0,0
618,1,1,1,100,1,1120,0,5,5,1,2,116,6,NA,NA,NA,NA,1,M,0,15,9,0,3600,6100,3600,6100,1173,286,0,50,1,1,5,1,4,0,13,14,2,360,NA,286,2,0,0,N,0,0,999999.375,-54,1.799999952,0,1,1,1,1,16,213.5765076,0,0
620,1,1,1,125,1,1120,0,5,5,1,2,88,6,NA,NA,NA,NA,1,M,0,10,10,1,1250,1083,5885,1420,1633,300,0,100,1,1,11,1,1,0,20,44,2,360,NA,300,1,0,0,N,0,0,999999.375,820,10.60000038,0,1,1,1,1,16,235.7883759,0,0
623,1,1,1,155,1,1120,0,5,5,1,2,63,6,NA,NA,NA,NA,1,M,2,17,15,0,4360,0,5185,0,1595,193,0,47,1,1,5,2,1,0,30,45,2,360,NA,135,2,0,0,N,0,0,999999.375,525,3.200000048,0,0,1,1,0,20,221.853775,0,0
624,1,1,1,130,1,1120,0,5,5,1,2,57,0,NA,NA,NA,NA,1,M,1,8,8,1,3466,1210,3466,1210,1089,162,0,28,1,1,9,2,1,0,26,37,1,360,NA,162,2,0,0,N,0,0,1,170,10.60000038,0,1,1,0,1,14,249.0143433,0,0
626,1,1,1,307,1,1120,0,5,8,1,4,118,6,NA,NA,NA,NA,1,M,0,15,1,0,11983,0,11983,0,2990,383,0,35,1,1,9,1,1,0,30,34,2,360,NA,385,2,0,0,N,0,0,999999.375,254,4.300000191,0,1,1,1,1,16,218.8941498,0,0
627,1,1,1,133,1,1120,0,5,5,1,2,106,0,NA,NA,NA,NA,1,M,0,6,0.8299999833,0,4417,2500,4417,2500,1583,169,0,62,1,1,9,3,3,0,16.75,27.04000092,1,360,NA,169,1,0,0,N,0,0,999999.375,425,3.099999905,0,1,1,1,0,13,191.3909302,0,0
628,1,1,1,115,1,1120,0,5,2,1,2,61,6,NA,NA,NA,NA,1,M,1,3.5,3.5,0,508,0,508,0,1170,181,0,123,1,1,1,2,2,0,23,23,2,360,NA,181,2,0,0,N,0,0,1,144,5.300000191,0,1,1,1,1,17,235.7883759,0,0
629,1,1,1,124,1,1120,0,5,5,1,2,54,6,NA,NA,NA,NA,1,U,0,11,4,0,3366,975,3366,1145,1308.189941,1329,0,30,1,1,4,2,1,0,29,34,2,360,NA,131,2,1,0,N,0,0,1,47,3.200000048,0,0,1,0,0,15,221.853775,0,0
631,1,1,1,107,1,1120,0,5,8,2,4,47,0,NA,NA,NA,NA,1,U,0,11,7,0,3886,0,3886,0,1008,147,0,51,1,1,3,2,2,0,26,33,2,360,NA,147,2,0,0,N,0,0,1,100,5.300000191,0,1,1,1,1,16,270.5775452,0,0
632,1,1,1,110,1,1120,0,5,5,2,1,51,6,NA,NA,NA,NA,1,U,0,3.5,3.5,0,2764,0,2764,1459,1139,137,0,155,1,1,6,2,1,0,26.96999931,37.5,2,360,NA,140,2,0,0,N,1,0,1,270,3.200000048,0,0,1,0,1,13,215.1557312,0,0
633,1,1,1,147,1,1120,0,5,5,1,2,54,6,NA,NA,NA,NA,1,M,2,20,11,0,4500,0,4500,0,1461,184,0,43,1,1,4,1,1,0,32.45999908,33.56999969,2,360,NA,190,2,0,0,N,0,0,1,78,2,0,1,1,1,1,14,270.5775452,0,0
635,1,1,1,110,1,1120,0,5,5,1,2,90,0,NA,NA,NA,NA,1,M,1,4,0.4199999869,0,3467,0,3467,0,1139,172,0,41,1,1,2,2,1,0,0.08500000089,27.79000092,1,360,NA,175,2,0,0,N,1,0,1,58,3.200000048,0,1,1,0,1,18,235.7883759,0,0
636,1,1,2,44,1,1120,0,5,8,1,4,68,0,NA,NA,NA,NA,1,M,1,18,18,0,5049,0,5649,0,655,55,0,3,1,1,9,1,1,0,12,41,1,360,NA,90,2,0,0,N,0,0,1,1009,3.599999905,0,0,1,1,1,14,221.8138275,1,0
637,1,1,1,155,1,1120,0,5,5,1,2,71,6,NA,NA,NA,NA,1,M,2,18,12,0,5908,0,5908,0,1738,287,0,64,1,1,10,1,1,0,30.14999962,36.29000092,2,360,NA,300,2,0,0,N,0,0,1,251,3.200000048,0,0,1,1,1,21,179.4484253,0,0
639,1,1,1,133,1,1120,0,5,5,1,2,75,0,NA,NA,NA,NA,1,M,2,14,2,0,5000,0,5935,0,1339,166,0,12,1,1,7,2,1,0,22.55999947,30.87999916,2,360,NA,170,2,0,0,N,0,0,1,79,3.099999905,0,1,1,1,1,17,213.5765076,0,0
642,1,1,1,97,1,1120,0,5,5,1,2,43,0,NA,NA,NA,NA,1,M,2,17,0.5,0,2708,1167,2708,1167,950,135,0,49,1,1,3,2,1,0,28.20000076,36.59999847,2,360,NA,135,2,0,0,N,0,0,1,110,4.300000191,0,0,1,0,1,16,215.1557312,0,0
643,1,1,1,120,1,1120,0,5,8,2,4,59,0,NA,NA,NA,NA,1,U,2,2.5,2.5,0,4875,0,4875,0,1267,140,0,15,1,1,3,2,1,0,25.79000092,31.48999977,2,360,NA,137,2,1,0,N,0,0,1,44,4.300000191,0,1,1,1,1,12,184.8615417,0,0
645,1,1,2,34,1,1120,0,5,5,1,2,79,0,NA,NA,NA,NA,1,M,0,19,19,0,4083,2528,4083,2528,372,42,0,62,2,1,7,1,1,0,20.32999992,27.52000046,2,360,NA,42,1,0,0,N,0,0,1,212,3.599999905,0,1,1,1,0,18,191.3909302,1,0
646,1,1,1,130,1,1120,0,5,5,1,2,65,0,NA,NA,NA,NA,1,M,2,14,3.5,0,5391,0,5391,0,931,203,0,68,2,1,5,1,3,0,20,35,1,360,NA,258,2,0,0,N,0,0,1,216,5.300000191,0,0,1,1,1,16,215.1557312,0,0
647,1,1,1,125,1,1120,0,5,8,1,4,57,0,NA,4,NA,NA,1,U,0,9.5,9.5,0,3038,0,4768,0,1276,175,0,58,1,1,3,2,1,0,26.77000046,33.27000046,2,360,NA,175,2,0,0,N,0,0,1,66,3.599999905,0,0,1,1,0,12,221.853775,0,0
648,1,1,1,100,1,1120,0,5,5,1,2,42,0,NA,NA,NA,NA,1,M,0,5,1,0,1820,1719,1820,1719,949,160,0,75,2,1,17,3,3,0,26,32,1,360,NA,213,2,0,0,N,0,0,1,38,10.60000038,0,0,1,1,0,16,175.7134247,0,0
649,1,1,1,94,3,1120,0,5,8,1,4,63,0,9,9,NA,NA,1,M,4,20,0.25,0,5200,0,5250,0,1193,118,0,14,1,1,2,1,1,0,25.85000038,26.42000008,2,360,NA,120,1,1,1,N,0,0,1,124,3.200000048,0,1,1,1,1,18,270.2913818,0,0
650,1,1,1,110,3,1120,0,5,5,1,2,52,0,9,6,NA,NA,1,M,0,3,3,0,4333,1790,4333,2451,1209,180,0,85,2,1,10,1,2,0,17.81999969,33.97000122,2,360,NA,220,2,0,0,N,0,1,1,160,10.60000038,0,1,1,1,1,14,247.0366364,0,0
651,1,1,1,110,3,1120,0,5,5,2,2,29,0,9,6,NA,NA,1,M,0,3,3,0,4333,1790,4333,2451,1209,180,0,85,2,1,10,1,2,0,17.81999969,33.97000122,2,360,NA,220,2,0,0,N,0,1,1,160,10.60000038,0,1,1,1,1,14,247.0366364,0,0
652,1,1,1,97,1,1120,0,5,5,1,2,47,0,NA,NA,NA,NA,1,M,2,17,6,0,0,0,0,0,1303,135,0,47,1,1,3,2,1,0,28.02000046,36.06000137,1,360,NA,135,2,0,0,N,0,0,1,110,3.599999905,0,0,1,0,1,16,215.1557312,0,0
654,1,1,1,122,1,1120,0,5,5,1,2,89,0,NA,NA,NA,NA,1,M,0,12,12,1,2623,4831,2623,4831,1506,135,0,31,2,1,10,1,1,0,20.20000076,37.68000031,2,180,NA,138,2,1,0,N,0,0,1,44,1.799999952,0,0,1,1,1,16,215.1557312,0,0
656,1,1,1,280,1,1120,0,3,3,1,2,111,0,NA,NA,NA,NA,1,M,1,12,12,0,4215,4282,4998,4282,2459,320,0,23,1,1,29,2,2,0,27.79999924,30.10000038,2,360,SALEOF REO,325,2,0,0,N,0,0,6,158,3.200000048,0,0,1,1,1,18,212.2271576,0,0
657,1,1,1,195,1,1120,0,5,8,1,4,32,0,NA,NA,NA,NA,1,U,0,19,19,0,3416,0,3416,0,1828,260,0,108,1,1,2,2,4,0,54,54,1,360,SALEOF REO,260,2,0,0,N,0,0,5,188,3.200000048,0,1,0,1,1,19,242.030304,0,0
658,1,1,1,207,1,1120,0,5,5,1,1,65,0,NA,NA,NA,NA,1,M,2,10,1,0,5417,0,5417,0,1720,332,0,153,1,1,24,2,4,0,33.70000076,35.09999847,1,360,SALEOF REO,332,2,0,0,N,0,0,5,563,3.099999905,0,0,1,0,1,16,212.2271576,0,0
659,1,1,1,239,1,1120,0,5,5,1,2,96,0,NA,NA,NA,NA,1,U,2,4,4,0,3750,3774,4250,3774,2122,260,0,37,2,1,27,2,6,0,27.10000038,38.90000153,2,360,SALEOF REO,260,1,1,0,N,0,0,7,99,3.099999905,0,1,0,0,1,16,242.030304,0,0
660,1,1,1,320,3,1120,0,5,8,2,4,114,0,3,3,4,1,3,M,1,6,6,1,9512,0,9512,0,3563,400,75,540,1,0,15,3,6,0,32,43,1,360,NA,403,2,0,0,N,0,0,9,766,3.200000048,0,1,1,1,1,19,288.6642456,0,0
661,1,1,1,320,3,1120,0,5,5,1,2,80,0,5,5,1,3,1,M,2,10,10,1,5800,0,6633,0,2858,400,0,29,2,0,11,2,2,1,43,43,1,360,NA,401,2,0,0,N,0,1,8,144,3.900000095,0,0,1,1,0,17,229.6940765,0,0
663,1,1,1,102,1,1120,0,5,5,1,2,252,3,NA,NA,NA,NA,1,M,2,6,6,0,4333,12000,6166,13983,1074,148,0,165,2,1,24,1,6,0,5,15,2,360,NA,155,2,0,0,N,1,0,1,1206,10.60000038,0,0,1,0,0,12,226.4531708,0,0
664,1,1,1,129,1,1120,0,5,5,1,2,48,3,NA,NA,NA,NA,1,U,0,1,1,0,2500,1462,2708,1462,1241,143,0,31,2,1,15,2,1,0,28,34,2,360,NA,144,2,1,0,N,0,0,1,68,4.300000191,1,1,0,0,1,16,224.3343658,0,0
665,1,1,1,84,1,1120,0,5,5,2,2,48,3,NA,NA,NA,NA,1,U,0,24,2,0,2667,1625,2667,1625,904,105,0,84,2,1,22,1,2,0,21,31,2,360,NA,120,1,0,0,N,0,0,1,256,1.799999952,0,0,1,1,0,16,215.6155853,0,0
666,1,1,1,144,1,1120,0,5,5,1,2,72,3,NA,NA,NA,NA,1,M,0,5,5,0,5821,0,5821,0,1580,156,0,36,1,1,20,2,2,0,28,37,2,360,NA,158,2,1,0,N,0,0,1,80,3.200000048,0,1,1,1,0,20,209.7943878,0,0
669,1,1,1,121,1,1120,0,5,5,1,2,48,3,NA,NA,NA,NA,1,M,2,6,6,0,2470,0,3859,0,1070,130,0,21,1,1,16,2,1,0,27,31,1,360,NA,137,2,1,0,Y,0,0,1,52,5.300000191,0,0,1,0,0,12,215.6155853,0,0
672,1,1,1,85,1,1120,0,5,5,1,2,48,3,NA,NA,NA,NA,1,M,0,4,4,0,2500,1538,2667,1538,841,90,0,109,1,1,12,2,1,0,20,30,2,360,NA,95,1,1,0,N,0,0,1,149,3.200000048,0,0,1,0,0,14,216.4179077,0,0
673,1,1,1,40,1,1120,0,5,5,1,2,48,0,NA,NA,NA,NA,1,M,0,30,5,0,3103,307,3103,307,538,197,0,34,1,1,14,1,1,0,16,16,1,360,NA,197,2,0,0,N,0,0,1,155,10.60000038,0,0,1,1,0,12,215.6155853,0,0
674,1,1,1,113,1,1120,0,5,5,1,2,48,3,NA,NA,NA,NA,1,M,0,3,3,0,1916,1456,2783,1456,981,125,0,24,1,1,10,2,1,0,23,36,1,360,NA,134,2,1,0,N,0,0,1,43,3.099999905,0,0,1,0,0,13,216.4179077,0,0
675,1,1,1,279,1,1120,0,5,5,1,2,36,0,NA,NA,NA,NA,1,M,0,2,1,0,2985,250,3110,250,2287,310,0,21,1,1,36,2,1,0,28,36,1,360,NA,380,2,0,0,N,0,0,1,27,2,0,0,1,0,0,19,198.0045319,0,0
677,1,1,1,68,1,1120,1,4,8,2,4,25,9,NA,NA,NA,NA,1,M,2,5,4.5,0,2113,0,2113,0,630,85,0,34,1,1,7,2,1,0,30,30,2,360,MFHA,86,2,1,0,N,0,0,2,37,3.900000095,1,1,0,0,1,14,610,0,0
678,1,1,1,105,1,1120,1,5,5,1,2,43,9,NA,NA,NA,NA,1,M,2,3,3,0,3036,0,3500,0,1050,150,0,85,1,1,25,2,1,0,30,40,2,360,MHFA,151,2,0,0,N,0,0,2,114,3.900000095,0,1,0,1,1,13.5,356.2556152,0,0
679,1,1,1,85,1,1120,1,5,5,1,4,38,9,NA,NA,NA,NA,1,U,0,5,3,0,3142,0,3142,0,943,100,0,23,1,1,18,2,1,0,30,37,2,300,MHFA,101,1,1,0,N,0,0,2,47,3.200000048,1,1,1,0,1,16,344.4615479,0,0
681,1,1,1,183,3,1120,1,3,3,1,2,42,,14,1,4,NA,1,M,2,5,3,0,1663,1300,1663,1300,306,193,0,7,1,0,15,2,3,0,10,39,2,360,MHFA,165,3,0,0,N,0,0,4,-2,3.200000048,1,1,0,1,1,17,488.5335388,0,1
682,1,1,1,180,1,1120,0,5,5,1,2,114,0,NA,NA,NA,NA,1,M,0,22,10,1,4384,994,8140,994,2050,380,0,441,1,1,19,1,1,0,22,28,1,300,NA,380,2,0,0,N,0,0,2,1895,3.200000048,0,0,1,1,1,12,218.7074585,0,0
683,1,1,1,162,1,1120,1,4,8,1,4,33,0,NA,NA,NA,NA,3,M,1,2,2,0,2751,0,2751,0,618,170,0,16,1,1,6,2,1,0,22,23,2,360,MHFA,173,3,1,0,N,0,0,2,25,3.900000095,0,1,0,1,1,18,656.7277222,0,1
685,1,1,1,70,1,1120,1,5,5,1,2,24,9,NA,NA,NA,NA,1,M,3,4,4,0,1721,0,1979,0,678,125,0,57,1,1,10,2,5,1,35,43,2,360,MHFA,136,2,0,0,N,0,0,1,65,3.200000048,0,0,1,1,0,12,265.0764465,0,0
688,1,1,1,158,1,1120,0,5,5,1,1,80,3,NA,NA,NA,NA,1,M,1,5,1,0,3333,3000,3333,3250,1726,175,0,27,1,1,40,1,1,1,27,36,2,360,NA,183,2,1,0,N,0,0,3,101,3.200000048,0,0,1,0,0,19,239.3994751,0,0
689,1,1,1,200,1,1120,1,5,5,2,2,54,3,NA,NA,NA,NA,2,U,0,1,1,0,2065,2418,2065,2418,1223,250,0,45,2,1,20,2,1,0,28,36,2,360,NA,250,3,0,0,Y,0,0,2,53,4.300000191,0,0,1,0,1,16,309.2146912,0,1
690,1,1,1,130,1,1120,1,5,5,1,2,68,3,NA,NA,NA,NA,1,M,3,30,15,1,2479,0,5703,0,1325,195,0,51,1,1,3,2,1,0,24,24,2,360,NA,206,2,0,0,N,0,0,2,768,4.300000191,0,0,1,1,0,12,265.0764465,0,0
691,1,1,1,181,1,1120,0,5,5,1,2,47,0,NA,NA,NA,NA,1,M,2,16,9,1,2770,1083,2770,1083,1822,278,0,106,1,1,18,1,1,0,47,47,2,360,NA,278,2,0,0,Y,0,0,2,418,4.300000191,0,0,1,0,0,12,230.0589905,0,0
692,1,1,1,47,1,1120,1,3,8,1,4,80,0,NA,NA,NA,NA,1,U,0,5,1,0,3333,0,6666,0,510,50,0,3,1,0,7,2,4,0,8,8,2,36,BANK REO,73,1,0,0,N,0,0,1,3,3.200000048,0,0,1,0,1,21,-8.333333015,0,0
693,1,1,1,187,1,1120,0,5,5,1,2,103,0,NA,NA,NA,NA,1,M,1,6,1,0,4042,4542,4042,4542,2008,330,0,44.02000046,1,1,15,1,1,0,23,24,2,360,NA,330,2,0,0,N,0,0,3,167.8769989,5.300000191,0,0,1,0,0,18,222.3042755,0,0
694,1,1,1,113,1,1120,0,5,5,1,2,47,0,NA,NA,NA,NA,1,M,0,5,1,0,1850,2125,1850,4296,1235,173,0,71.67900085,1,1,23,2,1,0,21,22,2,360,NA,173,2,0,0,N,0,0,4,195.1950073,3.200000048,0,0,1,0,1,15,198.2371063,0,0
695,1,1,1,56,1,1120,0,5,2,1,2,67,0,NA,NA,NA,NA,1,M,0,6,2,0,2166,3416,3000,3416,845,175,0,98,1,1,18,1,1,0,12,14,2,180,NA,175,2,0,0,N,0,0,3,197,3.200000048,0,0,1,0,0,20,213.34021,0,0
696,1,1,1,70,1,1120,0,5,5,1,2,35,0,NA,NA,NA,NA,1,M,0,30,14,0,2800,0,5500,0,1015,242,0,196.1000061,1,1,8,1,1,0,16,21,2,360,NA,242,2,0,0,N,0,0,4,211.1000061,3.099999905,0,0,1,1,0,14,254.0954742,0,0
697,1,1,1,175,1,1120,0,5,5,1,2,55,0,NA,NA,NA,NA,1,M,1,14,11,0,4590,0,6325,0,1925,278,0,130.25,1,1,22,1,1,0,29,0,2,360,NA,278,2,0,0,N,0,0,3,455.25,3.099999905,0,0,1,0,0,18,243.7213593,0,0
703,1,1,1,47,3,1120,0,5,8,1,4,48,0,9,9,NA,NA,1,U,0,9,1.5,0,3500,0,3500,0,735.5999756,59,0,12.64923,1,1,1,2,1,0,20.70000076,21.02000046,1,360,1ST MTG,60,1,0,0,N,0,0,1,-96.40077209,3.099999905,0,0,1,0,1,13,294.1214905,0,0
706,1,1,1,125,3,1120,1,4,4,1,2,62,0,9,9,NA,NA,1,M,1,0.6000000238,0.6000000238,0,3116,1329,3749,1329,1281.73999,139,0,25.34600067,1,1,31,1,2,0,25.23999977,37.09999847,1,360,1ST MTG,140,2,1,1,Y,0,0,1,45.32099915,2,0,1,1,0,0,21,309.949707,0,0
707,1,1,1,48,1,1120,0,5,5,1,2,87,8,NA,NA,NA,NA,1,M,0,6,3.400000095,0,4583,2583.340088,4701.580078,2583.340088,2421.209961,325,187.4499969,48.0672493,1,1,23,1,1,0,33.22999954,39.45000076,1,360,2ND MTG,325,1,0,0,Y,0,0,1,174.9019623,3.900000095,0,1,1,0,1,20,227.7415619,0,0
710,1,1,2,49,1,1120,0,4,8,1,4,135,0,NA,NA,NA,NA,1,M,0,25,8,0,11132,0,11287,0,639.4400024,70,0,45.26499939,1,1,5,2,4,0,5.659999847,5.659999847,1,360,1ST MTG,71,1,0,0,N,0,0,1,325.2650146,3.099999905,0,1,1,1,1,18,310.7762756,1,0
711,1,1,1,129,3,1120,0,4,4,1,2,68,,9,6,NA,NA,1,M,2,3,3,0,4200,1430,4200,1430,1418,136,0,25.33600044,1,1,8,2,2,0,25,35,2,360,NA,145,2,1,1,Y,0,1,2,74.80999756,8.899999619,0,1,1,0,0,12,237.5992889,0,0
712,1,1,1,80,1,1120,0,5,8,2,4,39,1,NA,NA,NA,NA,1,U,0,21.89999962,21.89999962,0,3094,0,3244,0,937,100,0,86.37000275,1,1,8,2,1,0,26,30,2,360,NA,128,2,0,0,N,0,0,1,131.3430023,3.200000048,0,0,1,1,0,17,198.0045319,0,0
713,1,1,1,152,1,1120,0,5,5,1,2,63,1,NA,NA,NA,NA,1,M,0,12,4.599999905,0,3185,2042,3185,2042,1604,190,0,54.85100174,1,1,23,2,2,0,29,36,2,360,NA,190,2,0,0,N,0,0,1,47.0340004,3.200000048,0,1,1,0,0,12,223.062439,0,0
715,1,1,1,135,1,1120,0,5,5,1,2,62,1,NA,NA,NA,NA,1,M,2,7,7,0,3292,1589,3604,1589,1474,245,0,23,1,1,14,1,2,0,27,28,2,360,NA,245,2,0,0,N,0,0,1,482.9599915,4.300000191,0,1,1,1,1,14,270.5775452,0,0
716,1,1,1,102,1,1120,0,5,5,1,2,46,1,NA,NA,NA,NA,1,M,0,13,12,0,2071,1798,2071,1798,1129,128,0,17.9109993,1,1,8,2,1,0,24,26,2,360,NA,128,2,0,0,N,0,0,1,62.86899948,3.900000095,0,1,1,0,0,12,236.4887085,0,0
723,1,1,1,155,1,1120,0,5,5,1,1,104,0,NA,NA,NA,NA,1,U,0,8,4,0,2965,3326,2965,5701,1798.48999,175,0,40,0,1,21,2,2,0,21,28,2,60,NA,225,2,0,0,N,0,0,999999.375,26,3.900000095,0,1,0,0,1,17,999999.375,0,0
726,1,1,1,125,1,1120,0,5,5,1,2,85,0,NA,NA,NA,NA,1,M,3,30,4,1,6000,0,7100,0,1524.800049,343,0,239,1,1,17,1,2,0,19.79999924,30.44000053,2,60,NA,380,2,0,0,N,0,1,999999.375,730,3.200000048,0,0,1,1,0,7,226.608139,0,0
729,1,1,1,50,1,1120,0,5,5,1,2,42,0,NA,NA,NA,NA,1,M,2,15,6,0,2686.669922,0,2686.669922,0,772.6400146,168,0,65,0,1,21,1,2,0,28.76000023,31.36000061,2,180,NA,163,2,0,0,N,0,1,999999.375,160,4.300000191,0,1,0,1,1,12,999999.375,0,0
732,1,1,1,80,1,1120,0,5,5,1,2,40,0,NA,NA,NA,NA,1,M,2,10,8,0,2810.169922,532.6300049,2810.169922,532.6300049,880.3499756,102,0,24,0,1,13,2,5,0,26.34000015,30.22999954,2,60,NA,105,2,0,0,N,0,0,999999.375,29,3.099999905,0,1,0,0,1,16,999999.375,0,0
734,1,1,1,68,1,1120,0,5,5,1,2,69,0,NA,NA,NA,NA,1,M,0,23,23,0,3708.330078,2028.569946,3708.330078,2028.569946,1010.380005,164,0,150,0,1,19,1,2,0,17.62000084,19.95000076,2,60,NA,150,1,0,0,N,0,0,999999.375,270,3.200000048,0,0,1,1,1,14,179.4484253,0,0
738,1,1,1,100,1,1120,0,5,5,2,1,123,0,NA,NA,NA,NA,1,M,0,5,5,0,6333.330078,3308.5,6333.330078,4755.100098,1909.189941,125,0,26,0,1,33,2,6,0,17.21999931,27.45000076,2,60,NA,140,2,0,0,N,0,0,999999.375,25,3.200000048,0,0,1,1,0,20,191.006485,0,0
